pre,post,weight
15323,24411,3
15323,27620,18
15323,28160,1
15323,29523,26
15323,30398,1
15323,30883,4
15323,31784,1
15323,33037,5
15323,33335,1
15323,33474,1
15323,34869,2
15323,41612,1
15323,46221,5
15323,76637,4
15323,80085,3
15323,512415,5
15323,512688,1
15323,514764,2
15323,518426,1
15323,519538,1
15323,520188,1
15323,521298,1
15323,521377,5
15323,522865,1
15323,523438,1
15323,523921,2
15323,524789,2
15323,527699,1
15323,530085,4
15323,531583,3
15323,531983,2
15323,531985,74
15323,532839,2
15323,534038,4
15323,555500,2
15323,581131,1
15340,10070,30
15340,10148,42
15340,10502,19
15340,11208,5
15340,11370,2
15340,11913,4
15340,11943,11
15340,12391,7
15340,12458,1
15340,13697,1
15340,13974,8
15340,14373,3
15340,14980,1
15340,15198,2
15340,18020,10
15340,19659,2
15340,20378,1
15340,21173,3
15340,22259,1
15340,22959,2
15340,23001,1
15340,23328,5
15340,23775,4
15340,23930,2
15340,24742,2
15340,25817,21
15340,26380,1
15340,27730,7
15340,27967,1
15340,31033,3
15340,32153,2
15340,33416,2
15340,40220,1
15340,42379,20
15340,121558,4
15340,516361,1
15340,516362,6
15340,516363,2
15340,517465,2
15340,518450,5
15340,518681,1
15340,519141,1
15340,520903,15
15340,522472,6
15340,523317,1
15340,523923,22
15340,525191,24
15340,525482,1
15340,531863,72
15340,557990,4
15352,10001,15
15352,10030,1
15352,10033,20
15352,10038,3
15352,10074,1
15352,10106,1
15352,10117,18
15352,10118,12
15352,10128,22
15352,10146,14
15352,10173,5
15352,10197,5
15352,10228,20
15352,10246,2
15352,10283,8
15352,10297,1
15352,10373,4
15352,10386,15
15352,10417,1
15352,10480,1
15352,10536,3
15352,10584,46
15352,10688,2
15352,10728,5
15352,10731,1
15352,10944,20
15352,10992,16
15352,11154,2
15352,11187,3
15352,11250,2
15352,11303,2
15352,11397,26
15352,11572,8
15352,11782,2
15352,11826,2
15352,12053,7
15352,12129,2
15352,12143,30
15352,12150,2
15352,12215,11
15352,12242,3
15352,12275,2
15352,12459,22
15352,12614,10
15352,12621,1
15352,12747,9
15352,13114,1
15352,13156,5
15352,13825,3
15352,13963,9
15352,14055,1
15352,14091,7
15352,14700,2
15352,14861,2
15352,14926,1
15352,15424,5
15352,15513,5
15352,15597,24
15352,15733,2
15352,15966,4
15352,16263,1
15352,17556,2
15352,17815,3
15352,18090,1
15352,18211,2
15352,18340,11
15352,18512,2
15352,19082,4
15352,19187,8
15352,19532,1
15352,19951,3
15352,20006,3
15352,20338,3
15352,21026,7
15352,21392,18
15352,22309,1
15352,22584,7
15352,23446,7
15352,29859,6
15352,30194,2
15352,33037,2
15352,36717,3
15352,46003,2
15352,60254,4
15352,82720,1
15352,125938,1
15352,512176,1
15352,513114,35
15352,513842,6
15352,514764,6
15352,518426,1
15352,519387,1
15352,519538,4
15352,520386,1
15352,520655,1
15352,520664,29
15352,520792,16
15352,522865,2
15352,523643,1
15352,523858,70
15352,523874,11
15352,523921,6
15352,531425,1
15352,531538,3
15352,531583,31
15352,531983,16
15352,531985,6
15352,555383,3
15352,556767,6
15352,570013,5
15367,10005,46
15367,10031,14
15367,10148,2
15367,10406,1
15367,10432,2
15367,10775,4
15367,10850,1
15367,11677,4
15367,12084,73
15367,13441,13
15367,14049,8
15367,14459,4
15367,15150,3
15367,15584,7
15367,16128,2
15367,17054,1
15367,17461,2
15367,18138,1
15367,18146,9
15367,18335,4
15367,19066,2
15367,19554,1
15367,19563,5
15367,19794,2
15367,20922,1
15367,22070,1
15367,22148,3
15367,24071,9
15367,24545,1
15367,24854,1
15367,24909,1
15367,25198,2
15367,25296,1
15367,25400,1
15367,25569,7
15367,25711,7
15367,26373,1
15367,26788,15
15367,26976,10
15367,27300,12
15367,27579,2
15367,27709,6
15367,28204,3
15367,28823,10
15367,29186,11
15367,30993,2
15367,31623,15
15367,31878,2
15367,34756,13
15367,34838,6
15367,35534,3
15367,37958,14
15367,43910,1
15367,49773,6
15367,513691,1
15367,519926,66
15367,521028,3
15367,523317,10
15414,10001,39
15414,10074,1
15414,10082,65
15414,10091,6
15414,10106,15
15414,10117,14
15414,10146,46
15414,10184,1
15414,10252,22
15414,10283,59
15414,10297,1
15414,10325,2
15414,10333,9
15414,10361,2
15414,10580,7
15414,10584,150
15414,10728,1
15414,10867,1
15414,10923,59
15414,10957,16
15414,10995,4
15414,11108,2
15414,11133,12
15414,11177,3
15414,11205,1
15414,11361,6
15414,11378,1
15414,11677,28
15414,11826,26
15414,11832,8
15414,11927,5
15414,12041,22
15414,12110,1
15414,12184,6
15414,12215,9
15414,12255,1
15414,12275,1
15414,12507,1
15414,12628,4
15414,13274,2
15414,14017,1
15414,15323,3
15414,15665,7
15414,16138,2
15414,16445,40
15414,16482,15
15414,16628,1
15414,16931,1
15414,17144,9
15414,17364,1
15414,17426,8
15414,17548,1
15414,17616,35
15414,17668,1
15414,17926,1
15414,18907,12
15414,18929,1
15414,20143,6
15414,20282,1
15414,20338,1
15414,21342,25
15414,21641,1
15414,23497,1
15414,24411,7
15414,27566,2
15414,27620,11
15414,28160,6
15414,29523,3
15414,29859,1
15414,30883,9
15414,33335,4
15414,33439,1
15414,33474,2
15414,34869,2
15414,43873,2
15414,76637,17
15414,80085,2
15414,512159,1
15414,514481,18
15414,517234,1
15414,517426,1
15414,519772,3
15414,520188,1
15414,521377,11
15414,521693,1
15414,523808,1
15414,523921,1
15414,527694,26
15414,527699,11
15414,527704,13
15414,529031,1
15414,530085,10
15414,531983,1
15414,531985,7
15414,532569,16
15414,532839,4
15414,534038,6
15414,555227,13
15414,581131,29
15420,10153,1
15420,10197,3
15420,10263,3
15420,10731,1
15420,10743,21
15420,11476,10
15420,11561,6
15420,11572,1
15420,11646,6
15420,11950,1
15420,11977,4
15420,12237,1
15420,12917,5
15420,13472,92
15420,13963,19
15420,14252,8
15420,14511,33
15420,15791,24
15420,15966,1
15420,16068,39
15420,17375,9
15420,18010,2
15420,23191,7
15420,25438,14
15420,28296,2
15420,38423,13
15420,46003,1
15420,60254,1
15420,79498,1
15420,92045,1
15420,168985,2
15420,512617,2
15420,513904,68
15420,516228,1
15420,516980,2
15420,518426,1
15420,520655,25
15420,522302,1
15420,522352,8
15420,533751,1
15420,570013,1
15424,10001,4
15424,10010,29
15424,10017,24
15424,10033,1
15424,10038,1
15424,10074,14
15424,10082,1
15424,10091,2
15424,10106,1
15424,10109,2
15424,10115,4
15424,10117,8
15424,10128,3
15424,10146,19
15424,10173,2
15424,10228,4
15424,10257,23
15424,10263,1
15424,10283,5
15424,10297,2
15424,10315,1
15424,10361,21
15424,10386,1
15424,10417,19
15424,10493,2
15424,10584,23
15424,10609,2
15424,10709,2
15424,10923,1
15424,10925,24
15424,10944,3
15424,10970,1
15424,10992,1
15424,11091,2
15424,11133,1
15424,11137,21
15424,11154,1
15424,11205,1
15424,11249,4
15424,11250,2
15424,11272,15
15424,11303,1
15424,11378,2
15424,11397,3
15424,11472,17
15424,11630,1
15424,11883,1
15424,11927,1
15424,12129,27
15424,12150,3
15424,12215,1
15424,12242,7
15424,12395,1
15424,12614,3
15424,12628,1
15424,12747,1
15424,12857,7
15424,12870,3
15424,13156,2
15424,13261,1
15424,13329,2
15424,13600,3
15424,13825,3
15424,13895,1
15424,14168,1
15424,14466,3
15424,14861,1
15424,15261,4
15424,15352,2
15424,15597,1
15424,15665,4
15424,15733,1
15424,16109,1
15424,16263,9
15424,16475,2
15424,17065,1
15424,17284,1
15424,17375,4
15424,17404,3
15424,17616,2
15424,17668,1
15424,17767,1
15424,19082,1
15424,19951,1
15424,20021,5
15424,20338,1
15424,21287,1
15424,21313,1
15424,21392,1
15424,21641,1
15424,22309,5
15424,22584,4
15424,23098,1
15424,23446,7
15424,25438,7
15424,26056,1
15424,28160,4
15424,28945,1
15424,30511,2
15424,31784,3
15424,33037,1
15424,33335,4
15424,33474,28
15424,34869,1
15424,46221,1
15424,80085,3
15424,512121,14
15424,513691,1
15424,513904,23
15424,521693,6
15424,523808,1
15424,523858,2
15424,523921,2
15424,526031,2
15424,527690,32
15424,527699,1
15424,529031,3
15424,530085,1
15424,531583,1
15424,531898,16
15424,531983,1
15424,531985,5
15424,532569,2
15424,532839,7
15424,534038,7
15424,534040,2
15424,555383,3
15424,555500,3
15471,10148,24
15471,10502,12
15471,10636,5
15471,10962,24
15471,11208,8
15471,11219,2
15471,11943,14
15471,18020,10
15471,19283,3
15471,19537,1
15471,19703,1
15471,24264,18
15471,27468,2
15471,30025,2
15471,31033,4
15471,32111,1
15471,33219,4
15471,37042,1
15471,38020,1
15471,38301,3
15471,39108,11
15471,43865,10
15471,49424,4
15471,51720,1
15471,52430,3
15471,56376,4
15471,60207,5
15471,74072,1
15471,89545,2
15471,99043,8
15471,102413,1
15471,121558,3
15471,515799,18
15471,515800,1
15471,516223,45
15471,516361,25
15471,517465,3
15471,519168,6
15471,521627,1
15471,523923,11
15471,524005,7
15471,531863,59
15471,532653,2
15471,532748,3
15508,10070,90
15508,10148,39
15508,10502,37
15508,10636,1
15508,11208,3
15508,11219,2
15508,11300,2
15508,11370,24
15508,11943,15
15508,12130,1
15508,12391,17
15508,12424,1
15508,12458,3
15508,13974,1
15508,14368,1
15508,14373,15
15508,15198,2
15508,16775,6
15508,17837,5
15508,18020,7
15508,19508,2
15508,19659,1
15508,19667,4
15508,19686,45
15508,20378,1
15508,22184,7
15508,23328,5
15508,24742,2
15508,25817,1
15508,26380,10
15508,26740,1
15508,27730,7
15508,28082,1
15508,28533,5
15508,32153,9
15508,40220,1
15508,99043,10
15508,516361,63
15508,516362,11
15508,517465,31
15508,518450,43
15508,518681,2
15508,522472,4
15508,523317,1
15508,525191,2
15508,525482,3
15508,527684,1
15508,529578,2
15508,531863,10
15508,557990,10
15513,10030,40
15513,10038,36
15513,10128,26
15513,10147,2
15513,10244,18
15513,10263,1
15513,10407,2
15513,10536,10
15513,10688,1
15513,10795,1
15513,10944,26
15513,10962,5
15513,11101,1
15513,11154,48
15513,11249,3
15513,11252,1
15513,11397,128
15513,11476,4
15513,11561,3
15513,11646,3
15513,11718,1
15513,11782,1
15513,11927,1
15513,11950,1
15513,12129,4
15513,12143,3
15513,12237,3
15513,12242,1
15513,12420,5
15513,12614,1
15513,12621,10
15513,12747,18
15513,13069,12
15513,13291,4
15513,13472,52
15513,13600,1
15513,13895,1
15513,13963,1
15513,14055,2
15513,14252,18
15513,14491,2
15513,14529,3
15513,15052,9
15513,15068,2
15513,15225,10
15513,15261,2
15513,15352,18
15513,15420,1
15513,15665,9
15513,15718,13
15513,15959,2
15513,15966,1
15513,16068,5
15513,16603,2
15513,16657,1
15513,16815,1
15513,16889,6
15513,17022,7
15513,17065,1
15513,18090,6
15513,19532,1
15513,19658,2
15513,19856,2
15513,20006,1
15513,21026,5
15513,21392,1
15513,25110,11
15513,25438,4
15513,27010,1
15513,30194,103
15513,33474,32
15513,35930,1
15513,36925,1
15513,38423,6
15513,46003,23
15513,65991,1
15513,82720,3
15513,97354,6
15513,111277,5
15513,112105,12
15513,123650,1
15513,129290,1
15513,151525,2
15513,168985,1
15513,233170,12
15513,322016,1
15513,511752,2
15513,512324,1
15513,512617,3
15513,512821,11
15513,513114,3
15513,513904,20
15513,514764,1
15513,514979,18
15513,515799,3
15513,516980,29
15513,517165,3
15513,517936,4
15513,518426,5
15513,519392,14
15513,519415,36
15513,519539,1
15513,520386,10
15513,520655,1
15513,520664,1
15513,521358,1
15513,523641,1
15513,523643,2
15513,523874,30
15513,524005,1
15513,524162,1
15513,530485,3
15513,531425,11
15513,531898,1
15513,531900,13
15513,532198,2
15513,533751,60
15513,533959,1
15513,555500,4
15513,556767,3
15513,558778,1
15513,562165,1
15513,750369552,1
15584,10005,56
15584,10031,14
15584,10100,1
15584,10212,4
15584,10850,13
15584,10875,2
15584,11435,2
15584,12084,90
15584,13441,21
15584,13830,2
15584,14459,1
15584,15150,5
15584,15367,1
15584,17461,1
15584,17953,1
15584,18026,11
15584,18146,4
15584,18335,1
15584,19066,15
15584,19249,1
15584,19554,3
15584,19563,9
15584,19794,1
15584,20922,5
15584,22070,6
15584,22148,15
15584,22505,2
15584,22831,1
15584,22989,2
15584,22997,1
15584,23499,1
15584,23677,2
15584,23830,1
15584,23868,2
15584,24035,2
15584,24071,12
15584,24545,3
15584,24592,2
15584,24909,10
15584,25088,6
15584,25198,1
15584,25267,1
15584,25296,3
15584,25472,2
15584,25569,16
15584,25711,12
15584,25806,1
15584,26373,1
15584,26450,1
15584,26976,2
15584,27273,2
15584,27300,5
15584,27579,7
15584,28204,2
15584,28823,5
15584,29186,7
15584,30280,1
15584,30499,7
15584,30993,5
15584,31623,23
15584,31878,2
15584,32946,3
15584,34756,7
15584,34838,7
15584,37958,2
15584,43910,7
15584,54562,3
15584,70408,1
15584,519926,47
15584,523317,10
15597,10010,21
15597,10017,29
15597,10074,4
15597,10091,3
15597,10115,1
15597,10118,1
15597,10145,1
15597,10147,2
15597,10167,1
15597,10173,1
15597,10197,38
15597,10228,27
15597,10252,2
15597,10257,22
15597,10259,4
15597,10263,1
15597,10315,2
15597,10323,1
15597,10333,33
15597,10360,14
15597,10361,10
15597,10373,4
15597,10417,10
15597,10728,6
15597,10760,3
15597,10778,3
15597,10957,2
15597,10975,1
15597,10992,1
15597,11108,1
15597,11154,1
15597,11272,13
15597,11361,1
15597,11397,1
15597,11472,2
15597,11561,1
15597,11666,1
15597,11895,33
15597,11988,2
15597,12110,1
15597,12278,1
15597,12349,2
15597,12395,1
15597,12419,2
15597,12420,1
15597,12830,2
15597,13600,2
15597,14091,2
15597,14168,1
15597,15068,2
15597,15733,3
15597,16475,1
15597,16482,1
15597,16904,4
15597,16917,1
15597,17270,3
15597,17375,14
15597,17556,7
15597,17584,1
15597,17653,4
15597,18340,6
15597,18432,4
15597,19422,2
15597,20143,3
15597,20572,1
15597,20967,2
15597,21342,2
15597,21392,3
15597,22292,4
15597,22584,10
15597,22772,1
15597,23226,2
15597,23446,1
15597,24523,1
15597,25438,25
15597,28160,3
15597,28980,1
15597,29417,2
15597,29469,1
15597,31301,2
15597,31308,1
15597,33037,35
15597,33137,1
15597,33335,1
15597,35262,1
15597,35616,1
15597,77614,1
15597,81112,1
15597,199352,1
15597,511914,4
15597,512415,1
15597,512705,1
15597,513904,19
15597,514481,1
15597,514508,1
15597,515900,1
15597,518016,1
15597,519415,1
15597,520449,2
15597,520488,1
15597,521693,4
15597,522711,1
15597,523564,1
15597,524138,1
15597,524753,1
15597,524789,2
15597,526286,1
15597,527690,34
15597,531898,20
15597,532254,3
15597,532839,9
15597,533752,1
15597,534038,9
15597,534040,2
15597,556303,1
15597,581131,1
15602,10038,45
15602,10070,1
15602,10360,174
15602,10406,276
15602,10760,18
15602,10795,1
15602,10975,21
15602,11066,17
15602,11199,45
15602,11233,1
15602,11405,58
15602,11476,1
15602,11526,13
15602,11610,13
15602,11720,1
15602,12143,4
15602,12724,2
15602,13501,1
15602,15718,2
15602,18876,1
15602,19554,2
15602,512118,1
15602,529571,1
15602,529641,12
15665,10001,184
15665,10106,81
15665,10117,85
15665,10128,1
15665,10146,71
15665,10173,2
15665,10246,6
15665,10283,44
15665,10297,3
15665,10315,5
15665,10570,1
15665,10584,63
15665,10688,1
15665,10709,2
15665,10788,1
15665,10876,1
15665,10887,3
15665,10923,48
15665,10925,2
15665,10944,1
15665,10957,34
15665,11014,1
15665,11108,1
15665,11133,3
15665,11137,1
15665,11391,2
15665,11397,5
15665,11440,15
15665,11572,1
15665,11727,1
15665,11883,1
15665,11988,1
15665,12053,1
15665,12110,9
15665,12184,5
15665,12215,2
15665,12275,2
15665,12395,3
15665,12419,1
15665,12614,1
15665,12628,1
15665,13114,11
15665,13122,11
15665,13825,25
15665,14017,3
15665,14049,4
15665,14091,4
15665,14700,1
15665,14861,1
15665,15323,1
15665,15414,1
15665,15424,2
15665,15733,2
15665,15831,1
15665,15966,2
15665,16128,1
15665,16138,19
15665,16445,1
15665,16459,2
15665,16723,11
15665,16930,1
15665,16931,5
15665,17054,1
15665,17266,1
15665,17364,1
15665,17616,5
15665,17860,4
15665,18090,1
15665,18167,1
15665,19082,2
15665,19260,5
15665,19454,3
15665,19543,7
15665,19634,7
15665,19794,3
15665,19951,4
15665,20016,4
15665,20282,4
15665,20338,1
15665,20399,17
15665,20471,1
15665,20542,4
15665,20588,4
15665,20673,10
15665,20808,16
15665,20917,2
15665,21151,1
15665,21165,10
15665,21225,2
15665,21287,11
15665,21313,4
15665,21336,9
15665,21548,1
15665,21641,5
15665,21804,1
15665,22034,12
15665,22194,10
15665,22309,9
15665,22328,19
15665,22847,14
15665,22966,6
15665,22975,6
15665,23098,1
15665,23392,9
15665,23792,5
15665,23929,5
15665,24338,16
15665,25584,4
15665,26056,2
15665,26112,12
15665,27620,26
15665,28945,6
15665,29523,24
15665,29563,11
15665,29859,5
15665,30803,1
15665,30883,6
15665,31262,2
15665,31784,21
15665,33474,5
15665,34869,21
15665,36717,5
15665,38065,1
15665,41612,15
15665,68166,1
15665,76637,9
15665,512121,1
15665,512530,2
15665,513691,3
15665,514764,8
15665,516980,1
15665,519538,4
15665,521298,6
15665,521377,1
15665,523643,2
15665,523858,4
15665,523875,3
15665,523921,5
15665,527690,3
15665,527694,11
15665,527699,16
15665,527704,1
15665,529031,2
15665,530085,4
15665,531583,1
15665,531983,1
15665,531985,4
15665,532198,2
15665,534038,3
15665,556767,2
15665,570013,1
15699,10031,1
15699,10038,3
15699,10082,6
15699,10101,2
15699,10167,13
15699,10212,1
15699,10297,16
15699,10333,5
15699,10360,92
15699,10489,23
15699,10760,1
15699,10868,11
15699,10975,34
15699,10986,1
15699,10995,1
15699,11066,45
15699,11199,2
15699,11233,11
15699,11371,3
15699,11416,7
15699,11440,1
15699,11750,2
15699,11795,1
15699,12086,17
15699,12110,1
15699,12830,3
15699,13122,2
15699,13240,7
15699,13289,1
15699,13648,12
15699,13825,1
15699,14049,3
15699,14112,1
15699,14259,20
15699,17461,17
15699,18138,1
15699,18146,2
15699,18335,5
15699,18825,19
15699,18876,11
15699,18977,1
15699,19554,27
15699,20755,2
15699,20922,4
15699,29979,1
15699,41240,2
15699,49244,1
15699,513691,17
15699,513764,22
15699,514764,1
15699,519926,2
15699,520188,4
15699,520300,34
15699,524215,5
15699,529641,4
15699,581131,2
15718,10017,2
15718,10074,3
15718,10091,1
15718,10100,3
15718,10115,2
15718,10118,5
15718,10147,3
15718,10173,25
15718,10197,5
15718,10228,106
15718,10257,8
15718,10259,17
15718,10348,1
15718,10361,2
15718,10364,29
15718,10373,30
15718,10417,63
15718,10447,1
15718,10448,14
15718,10494,3
15718,10609,16
15718,10728,110
15718,10778,4
15718,10783,15
15718,10962,10
15718,11017,6
15718,11018,20
15718,11118,14
15718,11125,13
15718,11187,8
15718,11191,10
15718,11249,1
15718,11252,14
15718,11272,1
15718,11303,4
15718,11472,4
15718,11507,1
15718,11697,37
15718,11895,3
15718,11950,1
15718,12275,17
15718,12459,6
15718,13122,3
15718,14168,7
15718,14466,1
15718,15068,16
15718,15225,2
15718,15831,6
15718,16904,1
15718,19187,1
15718,19283,7
15718,19658,3
15718,23446,2
15718,30194,6
15718,33037,5
15718,46003,5
15718,65991,4
15718,89545,5
15718,99043,4
15718,139381,1
15718,511996,1
15718,513904,1
15718,515799,2
15718,515800,1
15718,519387,5
15718,519392,12
15718,519413,8
15718,520792,3
15718,523769,1
15718,524005,5
15718,524162,1
15718,524375,1
15718,524756,2
15718,526031,9
15718,527690,4
15718,529200,1
15718,529811,2
15718,531898,36
15718,532198,1
15718,533751,1
15718,533752,1
15718,555383,62
15718,556303,5
15718,570458,1
15718,588414,4
15733,10001,29
15733,10010,44
15733,10017,8
15733,10074,1
15733,10091,1
15733,10106,6
15733,10115,1
15733,10117,12
15733,10145,1
15733,10146,36
15733,10228,2
15733,10252,2
15733,10257,3
15733,10283,2
15733,10297,1
15733,10361,36
15733,10386,1
15733,10417,4
15733,10580,2
15733,10584,7
15733,10879,1
15733,10887,2
15733,10923,20
15733,10925,4
15733,10936,1
15733,10944,1
15733,10957,8
15733,10992,3
15733,11133,3
15733,11137,37
15733,11272,8
15733,11361,1
15733,11378,5
15733,11397,1
15733,11472,3
15733,11507,2
15733,11572,1
15733,11826,1
15733,11832,1
15733,11895,7
15733,11988,2
15733,12129,5
15733,12184,2
15733,12242,2
15733,12395,3
15733,12419,4
15733,12614,2
15733,12628,2
15733,13274,1
15733,13600,3
15733,13794,1
15733,14055,1
15733,15352,2
15733,15424,2
15733,15597,2
15733,15665,9
15733,15815,1
15733,16128,1
15733,16263,1
15733,16475,1
15733,16482,1
15733,16904,1
15733,16917,1
15733,17364,2
15733,17404,1
15733,17426,1
15733,17527,1
15733,17668,1
15733,17860,1
15733,17926,1
15733,17987,1
15733,18512,1
15733,18907,1
15733,19082,1
15733,19454,2
15733,19550,2
15733,19951,1
15733,20021,3
15733,20282,1
15733,20588,3
15733,20808,1
15733,21151,1
15733,21165,1
15733,21548,1
15733,22309,1
15733,22328,2
15733,22584,3
15733,22966,2
15733,22975,1
15733,23392,1
15733,23399,1
15733,23792,1
15733,25438,7
15733,26056,1
15733,26112,1
15733,28160,19
15733,29563,2
15733,30883,1
15733,33037,3
15733,33474,9
15733,36717,1
15733,38065,1
15733,76637,2
15733,512121,3
15733,513904,8
15733,514764,1
15733,519772,1
15733,520628,1
15733,523643,1
15733,527690,31
15733,527699,2
15733,530085,8
15733,531898,2
15733,531983,2
15733,531985,10
15733,532839,15
15733,534038,2
15733,534040,5
15791,10010,237
15791,10017,82
15791,10074,2
15791,10128,2
15791,10145,9
15791,10147,10
15791,10153,1
15791,10197,164
15791,10228,23
15791,10244,58
15791,10246,105
15791,10257,58
15791,10259,115
15791,10263,1
15791,10361,10
15791,10373,3
15791,10386,15
15791,10417,41
15791,10447,1
15791,10570,1
15791,10580,3
15791,10728,1
15791,10739,3
15791,10780,1
15791,10944,3
15791,10992,9
15791,11101,1
15791,11118,4
15791,11191,1
15791,11378,3
15791,11572,69
15791,11599,24
15791,11646,1
15791,11666,1
15791,11782,14
15791,11790,1
15791,11927,13
15791,12053,5
15791,12129,4
15791,12237,2
15791,12255,16
15791,12420,1
15791,12530,1
15791,12614,23
15791,12621,2
15791,13274,1
15791,13472,11
15791,13963,2
15791,14091,3
15791,14106,3
15791,14110,3
15791,14252,10
15791,14511,2
15791,14700,4
15791,15018,2
15791,15052,1
15791,15225,3
15791,15513,2
15791,15597,1
15791,15718,1
15791,15815,1
15791,15966,1
15791,15994,3
15791,16475,4
15791,16482,1
15791,16809,2
15791,16815,3
15791,16904,2
15791,17022,1
15791,17270,1
15791,17375,12
15791,17478,3
15791,17608,8
15791,18089,2
15791,18396,1
15791,18478,1
15791,18907,6
15791,19532,1
15791,19692,1
15791,20006,4
15791,20021,2
15791,20440,1
15791,21392,8
15791,21721,2
15791,22292,2
15791,23446,12
15791,25438,6
15791,27010,1
15791,27624,6
15791,27750,3
15791,27829,1
15791,28980,3
15791,29469,3
15791,29514,7
15791,30087,2
15791,30194,63
15791,31301,1
15791,31308,2
15791,31429,1
15791,33037,2
15791,33137,2
15791,35930,1
15791,38423,6
15791,46003,1
15791,56087,1
15791,60254,1
15791,76746,15
15791,77614,1
15791,77839,1
15791,80085,1
15791,81112,1
15791,82720,2
15791,100485,2
15791,107513,1
15791,136628,10
15791,511752,7
15791,511996,1
15791,512324,2
15791,512366,1
15791,512617,1
15791,512705,2
15791,513842,7
15791,513904,9
15791,514481,4
15791,514508,4
15791,514956,3
15791,514979,1
15791,515145,7
15791,515476,4
15791,516228,1
15791,516909,3
15791,516980,1
15791,517752,1
15791,518016,1
15791,518426,7
15791,518439,4
15791,518544,2
15791,519387,1
15791,519389,21
15791,519411,4
15791,519413,4
15791,519415,1
15791,519931,1
15791,520386,1
15791,520488,8
15791,521463,6
15791,521693,85
15791,522302,2
15791,522711,56
15791,523641,1
15791,524138,3
15791,524162,22
15791,524789,1
15791,524899,2
15791,525289,1
15791,525958,4
15791,526031,1
15791,527690,1
15791,530029,5
15791,530085,5
15791,531538,13
15791,531899,21
15791,532254,2
15791,533129,1
15791,533751,1
15791,556303,4
15791,556817,61
15791,570013,1
15804,10010,33
15804,10100,1
15804,10145,13
15804,10147,11
15804,10173,23
15804,10244,2
15804,10263,6
15804,10361,4
15804,10417,12
15804,10448,2
15804,10609,6
15804,10780,3
15804,10992,1
15804,11018,2
15804,11187,3
15804,11191,6
15804,11252,2
15804,11498,2
15804,11509,2
15804,11697,16
15804,11895,5
15804,12275,20
15804,12384,1
15804,12427,62
15804,13132,5
15804,13726,10
15804,13764,2
15804,14030,9
15804,14102,5
15804,16482,9
15804,17059,4
15804,17270,1
15804,17544,1
15804,17653,3
15804,17774,5
15804,17775,10
15804,17880,6
15804,17990,2
15804,18396,1
15804,18900,5
15804,18936,2
15804,19787,10
15804,19830,3
15804,19911,2
15804,20021,1
15804,20240,6
15804,20329,18
15804,20799,6
15804,20967,2
15804,21299,2
15804,21342,3
15804,21361,10
15804,22253,7
15804,22557,4
15804,22584,1
15804,22620,2
15804,22922,1
15804,23202,14
15804,23247,6
15804,23349,3
15804,23550,4
15804,23665,3
15804,23919,2
15804,24523,1
15804,24568,3
15804,24605,4
15804,24840,1
15804,25027,5
15804,25136,2
15804,25209,1
15804,25286,3
15804,25524,4
15804,25572,3
15804,25575,4
15804,26416,1
15804,26528,1
15804,27023,5
15804,27355,3
15804,27399,4
15804,27716,4
15804,27796,2
15804,28082,1
15804,29319,1
15804,29702,3
15804,29815,1
15804,30194,4
15804,30512,2
15804,31105,1
15804,31563,5
15804,32223,1
15804,32237,2
15804,32737,4
15804,33406,4
15804,34051,1
15804,34407,3
15804,34655,1
15804,35294,1
15804,35616,4
15804,40811,1
15804,41097,1
15804,71157,2
15804,80085,1
15804,89545,1
15804,95241,5
15804,100103,2
15804,111903,3
15804,112292,6
15804,129687,4
15804,134521,2
15804,511914,4
15804,512705,4
15804,514670,7
15804,515971,7
15804,517078,3
15804,517079,3
15804,517426,2
15804,517819,6
15804,518731,14
15804,520764,1
15804,521115,5
15804,521627,12
15804,523564,55
15804,524366,4
15804,525844,1
15804,526286,2
15804,527690,2
15804,531014,1
15804,531898,26
15804,533895,6
15804,536444,2
15804,555383,13
15804,570458,2
15804,588414,3
15815,10001,22
15815,10030,7
15815,10033,1
15815,10074,1
15815,10106,1
15815,10117,13
15815,10118,5
15815,10146,3
15815,10147,27
15815,10244,49
15815,10263,1
15815,10283,6
15815,10297,15
15815,10348,1
15815,10373,1
15815,10386,8
15815,10432,1
15815,10584,1
15815,10620,1
15815,10775,1
15815,10778,1
15815,10923,1
15815,10970,10
15815,11014,1
15815,11101,7
15815,11125,4
15815,11137,1
15815,11191,1
15815,11249,1
15815,11397,2
15815,11435,1
15815,11507,2
15815,11509,1
15815,11599,13
15815,11782,1
15815,11826,1
15815,11832,1
15815,11927,1
15815,12143,13
15815,12184,8
15815,12215,23
15815,12255,1
15815,12444,4
15815,12507,13
15815,12857,8
15815,12951,2
15815,13122,1
15815,13381,1
15815,13648,1
15815,13794,2
15815,13825,14
15815,14017,1
15815,14049,1
15815,14700,2
15815,14861,11
15815,15068,2
15815,15323,3
15815,15414,13
15815,15424,6
15815,15733,5
15815,15966,2
15815,16128,1
15815,16138,1
15815,16168,1
15815,16445,6
15815,16659,1
15815,16904,2
15815,17054,1
15815,17284,3
15815,17357,2
15815,17404,1
15815,17426,2
15815,17527,2
15815,17616,10
15815,17668,1
15815,17815,5
15815,17926,1
15815,17987,1
15815,18090,2
15815,18167,2
15815,18173,6
15815,18189,1
15815,18211,3
15815,18512,6
15815,18907,1
15815,18977,2
15815,19082,7
15815,19283,2
